Status;Genre;Name (mame description);Rom name;Year;Manufacturer;Hardware;Comments;Notes
3;BeatEmUp;Oriental Legend 2 (Korea) / Xiyou Shi E Chuan Qunmoluanwu (World, China, Japan, Hong Kong, Taiwan) (ver. 205) [Oriental Ex];oldsplus;2004;IGS;;;
3;BeatEmUp;Oriental Legend Super / Xiyou Shi E Chuan Super (ver. 101, Korean Board);olds;1998;IGS;;;
3;BeatEmUp;Osman (World);osman;1996;Mitchell;;;
3;BeatEmUp;P.O.W. - Prisoners of War (US version 1);pow;1988;SNK;;;
3;BeatEmUp;Pretty Soldier Sailor Moon (Ver. 95/03/22B, Europe);sailormn;1995;Gazelle (Banpresto license);;;
3;BeatEmUp;PuLiRuLa (World);pulirula;1991;Taito Corporation Japan;;;
3;BeatEmUp;Rastan (World Rev 1);rastan;1987;Taito Corporation Japan;;;
2;BeatEmUp;Renegade (US);renegade;1986;Technos Japan (Taito America license);;inverted punch controls;
3;BeatEmUp;Riding Fight (Ver 1.0O);ridingf;1992;Taito Corporation Japan;;;
3;BeatEmUp;Riot City (Japan);riotcity;1991;Sega / Westone;;;
3;BeatEmUp;Robo Army;roboarmy;1991;SNK;;;
3;BeatEmUp;Rock'n Rage (World);rockrage;1986;Konami;;;
3;BeatEmUp;Rygar (US set 1);rygar;1986;Tecmo;;;
2;BeatEmUp;Samurai;samurai;1980;Sega;;no sound due to imperfect emulation;
3;BeatEmUp;Samurai Nihon-Ichi (set 1);tsamurai;1985;Kaneko / Taito;;;
3;BeatEmUp;Sengoku / Sengoku Denshou (NGM-017 ~ NGH-017);sengoku;1991;SNK;;;
3;BeatEmUp;Sengoku 2 / Sengoku Denshou 2;sengoku2;1993;SNK;;;
3;BeatEmUp;Sengoku 3 / Sengoku Densho 2001 (set 1);sengoku3;2001;Noise Factory / SNK;;;
3;BeatEmUp;Shadow Force (World, Version 3);shadfrce;1993;Technos Japan;;;
3;BeatEmUp;Shadow Warriors (World, set 1);shadoww;1988;Tecmo;;;
3;BeatEmUp;Shingen Samurai-Fighter (Japan, English);tshingen;1988;Jaleco;;;
3;BeatEmUp;Shocking;shocking;1997;Yun Sung;;;
3;BeatEmUp;Silent Dragon (World);silentd;1992;Taito Corporation Japan;;;
3;BeatEmUp;Skull & Crossbones (rev 5);skullxbo;1989;Atari Games;;;
3;BeatEmUp;Snake Pit;snakepit;1984;Bally/Sente;;;
3;BeatEmUp;Spider-Man: The Videogame (World);spidman;1991;Sega;;;
3;BeatEmUp;Spin Master / Miracle Adventure;spinmast;1993;Data East Corporation;;;
3;BeatEmUp;Splatter House (World, new version (SH3));splatter;1988;Namco;;;
3;BeatEmUp;Strider (USA, B-Board 89624B-2);strider;1989;Capcom;;;
0;BeatEmUp;Strider 2 (Euro 991213);strider2;1999;Capcom;;no image;
3;BeatEmUp;Superman (World);superman;1988;Taito Corporation;;;
3;BeatEmUp;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA);tmnt2;1991;Konami;;;
3;BeatEmUp;Teenage Mutant Ninja Turtles (World 4 Players, version X);tmnt;1989;Konami;;;
3;BeatEmUp;The Astyanax;astyanax;1989;Jaleco;;;
3;BeatEmUp;The Cliffhanger - Edward Randy (World ver 3);edrandy;1990;Data East Corporation;;;
3;BeatEmUp;The Combatribes (US, rev 2, set 1);ctribe;1990;Technos Japan;;;
3;BeatEmUp;The Crystal of Kings;crysking;2001;BrezzaSoft;;;
3;BeatEmUp;The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107);theglad;2003;IGS;;;
3;BeatEmUp;The King of Dragons (World 910805);kod;1991;Capcom;;;
3;BeatEmUp;The Legend of Kage;lkage;1984;Taito Corporation;;;
3;BeatEmUp;The Legend of Silkroad;silkroad;1999;Unico;;;
3;BeatEmUp;The Masters of Kin;mastkin;1988;Du Tech;;;
3;BeatEmUp;The Ninja Kids (World);ninjak;1990;Taito Corporation Japan;;;
3;BeatEmUp;The Ninja Warriors (World, later version);ninjaw;1987;Taito Corporation Japan;;;
3;BeatEmUp;The Punisher (World 930422);punisher;1993;Capcom;;;
3;BeatEmUp;The Return of Ishtar;roishtar;1986;Namco;;;
3;BeatEmUp;The Simpsons (4 Players World, set 1);simpsons;1991;Konami;;;
3;BeatEmUp;The Super Spy (NGM-011 ~ NGH-011);superspy;1990;SNK;;;
3;BeatEmUp;Thunder Heroes;theroes;2001;Primetek Investments;;;
3;BeatEmUp;Tiger Road (US);tigeroad;1987;Capcom;;;
3;BeatEmUp;Top Hunter - Roddy & Cathy (NGM-046);tophuntr;1994;SNK;;;
3;BeatEmUp;Tough Turf (set 2, Japan) (8751 317-0104);tturf;1989;Sega / Sunsoft;;;
3;BeatEmUp;Trio The Punch - Never Forget Me... (World);triothep;1989;Data East Corporation;;;
3;BeatEmUp;Trojan (US set 1);trojan;1986;Capcom;;;
3;BeatEmUp;Ultra Toukon Densetsu (Japan);utoukond;1993;Banpresto / Tsuburaya Productions;;;
3;BeatEmUp;Undercover Cops (World);uccops;1992;Irem;;;
3;BeatEmUp;Vamf x1/2 (Europe, version 1.1.0908);vamphalf;1999;Danbi / F2 System;;crash to ES, should work;
3;BeatEmUp;Vandyke (Japan);vandyke;1990;UPL;;;
3;BeatEmUp;Vendetta (World, 4 Players, ver. T);vendetta;1991;Konami;;;
3;BeatEmUp;Vigilante (World, Rev E);vigilant;1988;Irem;;;
3;BeatEmUp;Violent Storm (ver EAC);viostorm;1993;Konami;;;
3;BeatEmUp;Vs. Castlevania;cstlevna;1987;Konami;;;
3;BeatEmUp;Warrior Blade - Rastan Saga Episode III (Japan);warriorb;1991;Taito Corporation;;;
3;BeatEmUp;Warriors of Fate (World 921031);wof;1992;Capcom;;;
3;BeatEmUp;Wild Fang / Tecmo Knight;wildfang;1989;Tecmo;;;
3;BeatEmUp;Wizard Fire (Over Sea v2.1);wizdfire;1992;Data East Corporation;;;
3;BeatEmUp;Wonder Momo;wndrmomo;1987;Namco;;;
3;BeatEmUp;X-Men (4 Players ver UBB);xmen;1992;Konami;;;
3;BeatEmUp;X-Men (6 Players ver UCB);xmen6pu;1992;Konami;;;
3;BeatEmUp;Zero Team USA (US);zeroteam;1993;Seibu Kaihatsu (Fabtek license);;;
3;Gun;Alien3: The Gun (World);alien3;1993;Sega;;;
1;Gun;Area 51 (R3000);area51;1996;Atari Games;;missing controls;
1;Gun;Area 51 / Maximum Force Duo v2.0;area51mx;1998;Atari Games;;bad controls (no calibration);extra mode for mx, nex secret areas
1;Gun;Area 51: Site 4 (HD Rev 2.01, September 7, 1998);a51site4;1998;Atari Games;;lags a lot;
1;Gun;Bang!;bang;1998;Gaelco;;bad controls (no calibration);
2;Gun;Bank Panic;bankp;1984;Sanritsu / Sega;;bad mapping;
3;Gun;Battle Shark (World);bshark;1989;Taito Corporation Japan;;;
1;Gun;Battle Zone (rev 2);bzone;1980;Atari;;missing controls;
1;Gun;Beast Busters (World);bbusters;1989;SNK;;mssing controls;
0;Gun;Beast Busters 2nd Nightmare;bbust2;1998;SNK;;freezes mame, unsupported;
3;Gun;Blasted;blasted;1988;Bally Midway;;;
1;Gun;Born To Fight;borntofi;19??;International Games;;missing controls;
1;Gun;Bubble Trouble - Golly Ghost 2 (World, Rev B);bubbletr;1992;Namco;;missing controls;
1;Gun;CarnEvil (v1.0.3);carnevil;1998;Midway Games;;bad controls (no calibration);
1;Gun;Carnival King (v1.00.11);carnking;2002;Incredible Technologies;;bad controls (no calibration);
1;Gun;Cheyenne (version 1.0);cheyenne;1984;Exidy;;missing controls;
1;Gun;Chiller (version 3.0);chiller;1986;Exidy;;missing controls;
1;Gun;Clay Pigeon (version 2.0);claypign;1986;Exidy;;mssing controls;
1;Gun;Combat (version 3.0);combat;1985;Exidy;;missing controls;
2;Gun;Combat Hawk;combh;1987;Sanritsu / Sega;;bad mapping;
0;Gun;Cops (USA);cops;1994;Atari Games;;unsupported;
1;Gun;Crackshot (version 2.0);cracksht;1985;Exidy;;missing controls;
1;Gun;Crazy Fight;crazyfgt;1996;Subsino;;missing controls;
0;Gun;Crisis Zone (World, CSZO4 Ver. B);crszone;1994;Namco;;unsupported;
1;Gun;Crossbow (version 2.0);crossbow;1983;Exidy;;missing controls;
1;Gun;Crypt Killer (GQ420 UAA);cryptklr;1995;Konami;;bad controls (no calibration);
1;Gun;Cycle Shooting;cyclshtg;1986;Taito;;missing part of screen;
3;Gun;D-Con;dcon;1992;Success;;;
1;Gun;Dead Eye (GV054 UAA01);kdeadeye;1996;Konami;;missing controls + graphical bugs;
1;Gun;Desert Gun;desertgu;1977;Dave Nutting Associates / Midway;;missing controls;
1;Gun;Dragon Gun (US);dragngun;1993;Data East Corporation;;missing controls;
1;Gun;Egg Venture (Release 10);eggventr;1997;The Game Room;;bad controls (no calibration);
3;Gun;Empire City: 1931 (bootleg?);empcity;1986;Seibu Kaihatsu;;;
3;Gun;Enforce (World);enforce;1988;Taito Corporation Japan;;;
1;Gun;Evil Night (ver UBA);evilngt;1998;Konami;;very long load, lags a lot, bad controls;
1;Gun;Gallagher's Gallery (v2.2);gallgall;1992;American Laser Games;;bad controls (no calibration);
1;Gun;Ghoul Panic (World, OB2/VER.A);ghlpanic;1999;Eighting / Raizing / Namco;;bad controls (no calibration);
1;Gun;Golgo 13 (Japan, GLG1/VER.A);golgo13;1999;Eighting / Raizing / Namco;;very long load, bad controls (no calibration);
1;Gun;Golgo 13 Kiseki no Dandou (Japan, GLS1/VER.A);g13knd;2000;Eighting / Raizing / Namco;;very long load, bad controls (no calibration);
1;Gun;Golly! Ghost!;gollygho;1990;Namco;;missing controls;
1;Gun;Great Guns;greatgun;1983;Stern Electronics;;missing controls;
1;Gun;Gun Champ;gunchamp;1980;Model Racing;;bad controls (no calibration), no sound;
1;Gun;Gunbarl (Japan, GNB4/VER.A);gunbarl;1999;Namco;;bad controls (no calibration);
1;Gun;Gunbuster (World);gunbustr;1992;Taito Corporation Japan;;bad controls (deadzone);
0;Gun;Gunmen Wars (Japan, GM1 Ver. B);gunwars;1998;Namco;;unsupported;
1;Gun;Hit 'n Miss (version 3.0);hitnmiss;1987;Exidy;;missing controls;
0;Gun;Host Invaders;hostinv;1998;The Game Room;;stuck while loading, unsupported;
1;Gun;Invasion - The Abductors (version 5.0);invasnab;1999;Midway;;bad controls (no calibration);
0;Gun;Johnny Nero Action Hero (v01.01.08);jnero;2004;ICE/Play Mechanix;;freezes mame, unsupported;
1;Gun;Judge Dredd (Rev C Dec. 17 1997);jdredd;1996;Acclaim;;missing controls;
1;Gun;Jurassic Park (World, Rev A);jpark;1993;Sega;;bad controls (too sensitive);
0;Gun;Jurassic Park 3 (ver EBC);jpark3;2001;Konami;;no image, unsupported;
1;Gun;Laser Ghost (World) (FD1094 317-0166);lghost;1990;Sega;;missing controls, needs calibration;
1;Gun;Lethal Enforcers (ver UAE, 11/19/92 15:04);lethalen;1992;Konami;;missing controls;
1;Gun;Lethal Enforcers II: Gun Fighters (ver EAA);le2;1994;Konami;;bad controls (no calibration);
1;Gun;Lethal Justice (Version 2.3);lethalj;1996;The Game Room;;missing controls;
1;Gun;Liberator (set 1);liberatr;1982;Atari;;bad controls (too sensitive + deazone);
1;Gun;Line of Fire / Bakudan Yarou (World) (FD1094 317-0136);loffire;1989;Sega;;missing controls, needs calibration;
1;Gun;Locked 'n Loaded (World);lockload;1994;Data East Corporation;;missing controls;
1;Gun;Lord of Gun (USA);lordgun;1994;IGS;;missing controls;
1;Gun;Mallet Madness v2.1;maletmad;1999;Hanaho Games;;missing controls;
1;Gun;Maximum Force v1.05;maxforce;1996;Atari Games;;missing controls;
1;Gun;Mechanized Attack (World);mechatt;1989;SNK;;missing controls;
1;Gun;Mobile Suit Gundam Final Shooting (Japan);gdfs;1995;Banpresto;;missing controls;
1;Gun;Must Shoot TV (prototype);shoottv;199?;Incredible Technologies;;bad controls (no caibration);
1;Gun;N.Y. Captor;nycaptor;1985;Taito;;missing controls;
1;Gun;Night Stocker (10/6/86);nstocker;1986;Bally/Sente;;missing controls;
1;Gun;One Shot One Kill;oneshot;1996;Promat;;missing controls;
1;Gun;Operation Thunder Hurricane (ver EAA);thunderh;1997;Konami;;bad controls (no calibration);
1;Gun;Operation Thunderbolt (World, rev 1);othunder;1988;Taito Corporation Japan;;bad controls (too sensitive);
0;Gun;Operation Tiger (Ver 2.14 O);optiger;1998;Taito;;freezes mame, unsupported;
1;Gun;Operation Wolf (World, set 1);opwolf;1987;Taito Corporation Japan;;missing controls;
0;Gun;Operation Wolf 3 (World);opwolf3;1994;Taito Corporation Japan;;no image, should work;
1;Gun;Point Blank (World, GN2 Rev B, set 1);ptblank;1994;Namco;;missing controls;
1;Gun;Point Blank 2 (GNB5/VER.A);ptblank2;1999;Namco;;bad controls (no calibration);
0;Gun;Point Blank 3 (World, GNN2 Ver.A);ptblank3;2000;Namco;;unsupported;
0;Gun;Police 911 (ver UAD);p911;2001;Konami;;error at launch, unsupported;
0;Gun;Police 911 2 (VER. UAA:B);p9112;2001;Konami;;error at launch,unsupported;
1;Gun;Police Trainer (Rev 1.3);policetr;1996;P&P Marketing;;missing controls;
0;Gun;Pop Shot (prototype);popshot;1991;Dynamo;;no image;
1;Gun;Rail Chase (World);rchase;1991;Sega;;missing controls;
1;Gun;Rapid Fire v1.1 (Build 239);rapidfir;1998;Hanaho Games;;missing controls;
1;Gun;Revolution X (rev 1.0 6/16/94);revx;1994;Midway;;requires calibration;
1;Gun;Sharpshooter (Rev 1.9);sshooter;1998;P&P Marketing;;missing controls;
0;Gun;Shoot Away II;shootaw2;1996;Namco;;no image;
1;Gun;Shooting Gallery;shootgal;1984;Seatongrove Ltd (Zaccaria license);;missing controls;
1;Gun;Shooting Master (8751 315-5159);shtngmst;1985;Sega;;bad controls (no calibration);
1;Gun;Showdown (version 5.0);showdown;1988;Exidy;;partial controls;
0;Gun;Silent Scope (ver xxD, Ver 1.33);sscope;1999;Konami;;launch error, unsupported;
0;Gun;Silent Scope 2 : Dark Silhouette (ver UAD);sscope2;2000;Konami;;crashes to ES, unsupported;
0;Gun;Silent Scope EX (ver UAA);sscopex;2001;Konami;;launch error, unsupported;
0;Gun;Silent Scope Fortune Hunter;sscopefh;2002;Konami;;launch error, unsupported;
0;Gun;Skeet Shot;skeetsht;1991;Dynamo;;stuck on strange screen;
1;Gun;Space Gun (World);spacegun;1990;Taito Corporation Japan;;bad controls (too senstitive);
1;Gun;Space Lords (rev C);spclords;1992;Atari Games;;bad controls (deadzone);
1;Gun;Steel Gunner (Rev B);sgunner;1990;Namco;;missing controls;
1;Gun;Steel Gunner 2 (US);sgunner2;1991;Namco;;missing controls;
1;Gun;Super Shot;sshot;1979;Model Racing;;no sound, can't start game;
1;Gun;Tailgunner;tailg;1979;Cinematronics;;missing controls;
1;Gun;Target Hits (ver 1.1, Checksum 5152);targeth;1994;Gaelco;;missing controls;
0;Gun;Teraburst (1998/07/17 ver UEL);terabrst;1998;Konami;;no image, unsupported;
1;Gun;Terminator 2 - Judgment Day (rev LA4 08/03/92);term2;1991;Midway;;needs 2 players calibration;
1;Gun;Time Crisis (Rev. TS2 Ver.B, World);timecris;1995;Namco;;missing controls, bad controls (no calibration);
0;Gun;Time Crisis II (US, TSS3 Ver. B);timecrs2;1997;Namco;;unsupported;
1;Gun;Top Gunner (Exidy);topgunnr;1986;Exidy;;missing controls;
1;Gun;Total Vice (ver EBA);totlvice;1997;Konami;;missing controls, stuck on loading;
1;Gun;Triple Hunt;triplhnt;1977;Atari;;can't start game;
1;Gun;Turkey Shoot (prototype);tshoot;1984;Williams;;bad controls (too ensitive);
1;Gun;Turret Tower;turrett;2001;Dell Electronics (Namco license);;needs to exist test menu;
1;Gun;Tut's Tomb;tutstomb;1996;Island Design;;missing controls;
1;Gun;Under Fire (World);undrfire;1993;Taito Corporation Japan;;missing controls;
1;Gun;Up Scope;upscope;1986;Grand Products;;bad controls;
0;Gun;Vampire Night (VPN3 Ver. B);vnight;2001;Sega / Namco;;unsupported;
1;Gun;Viper (rev 3);viper;1988;Leland Corporation;;bad controls (too sensitive);
