Status;Genre;Name (mame description);Rom name;Year;Manufacturer;Hardware;Comments;Notes
3;BeatEmUp;Shingen Samurai-Fighter (Japan, English);tshingen;1988;Jaleco;Mega System 1;Game crashes in level 2, play tshingen;
3;BeatEmUp;Shocking;shocking;1997;Yun Sung;Yun Sung 16 Bi;;
3;BeatEmUp;Silent Dragon (World);silentd;1992;Taito Corporation Japan;Taito B System;;
3;BeatEmUp;Skull & Crossbones (rev 5);skullxbo;1989;Atari Games;;;
3;BeatEmUp;Spider-Man: The Videogame (World);spidman;1991;Sega;;;
3;BeatEmUp;Spin Master / Miracle Adventure;spinmast;1993;Data East Corporation;Neo Geo MVS;;
3;BeatEmUp;Splatter House (World, new version (SH3));splatter;1988;Namco;;;
3;BeatEmUp;Strider (USA, B-Board 89624B-2);strider;1989;Capcom;CPS1;;
3;BeatEmUp;Superman (World);superman;1988;Taito Corporation;Taito-X;;
3;BeatEmUp;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA);tmnt2;1991;Konami;GX063;;
3;BeatEmUp;Teenage Mutant Ninja Turtles (World 4 Players, version X);tmnt;1989;Konami;GX963;;
3;BeatEmUp;The Astyanax;astyanax;1989;Jaleco;Mega System 1;;
3;BeatEmUp;The Cliffhanger - Edward Randy (World ver 3);edrandy;1990;Data East Corporation;DECO IC16;;
3;BeatEmUp;The Combatribes (US);ctribe;1990;Technos Japan;Miscellaneous;;
3;BeatEmUp;The Gladiator / Road of the Sword / Shen Jian (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107);theglad;2003;IGS;PolyGameMaster;;Incomplete Dump
3;BeatEmUp;The King of Dragons (World 910805);kod;1991;Capcom;CPS1;;
3;BeatEmUp;The Legend of Kage;lkage;1984;Taito Corporation;Miscellaneous;;
3;BeatEmUp;The Legend of Silkroad;silkroad;1999;Unico;Miscellaneous;;
3;BeatEmUp;The Masters of Kin;mastkin;1988;Du Tech;;;
3;BeatEmUp;The Ninja Kids (World);ninjak;1990;Taito Corporation Japan;Taito-F2;;
3;BeatEmUp;The Ninja Warriors (World);ninjaw;1987;Taito Corporation Japan;Taito Misc;;
3;BeatEmUp;The Punisher (World 930422);punisher;1993;Capcom;CPS1 / QSound;;
3;BeatEmUp;The Return of Ishtar;roishtar;1986;Namco;System 86;;
3;BeatEmUp;The Simpsons (4 Players World, set 1);simpsons;1991;Konami;GX072;;
3;BeatEmUp;The Super Spy (NGM-011 ~ NGH-011);superspy;1990;SNK;Neo Geo MVS;;
3;BeatEmUp;Thunder Fox (World);thundfox;1990;Taito Corporation Japan;Taito-F2;;
3;BeatEmUp;Thunder Heroes;theroes;2001;Primetek Investments;Cave;;
3;BeatEmUp;Tiger Road (US);tigeroad;1987;Capcom;Miscellaneous;;
3;BeatEmUp;Top Hunter - Roddy & Cathy (NGM-046);tophuntr;1994;SNK;Neo Geo MVS;;
3;BeatEmUp;Tough Turf (set 2, Japan) (8751 317-0104);tturf;1989;Sega / Sunsoft;System 16B;;
3;BeatEmUp;Trio The Punch - Never Forget Me... (World);triothep;1989;Data East Corporation;Miscellaneous;;
3;BeatEmUp;Trojan (US set 1);trojan;1986;Capcom;Miscellaneous;;
3;BeatEmUp;Ultra Toukon Densetsu (Japan);utoukond;1993;Banpresto / Tsuburaya Productions;Seta;No sound;
3;BeatEmUp;Undercover Cops (World);uccops;1992;Irem;M92;;
3;BeatEmUp;Vamf x1/2 (Europe, version 1.1.0908);vamphalf;1999;Danbi / F2 System;;;
3;BeatEmUp;Vandyke (Japan);vandyke;1990;UPL;NMK16;;
3;BeatEmUp;Vendetta (World, 4 Players, ver. T);vendetta;1991;Konami;GX081;;
3;BeatEmUp;Vigilante (World, Rev E);vigilant;1988;Irem;Miscellaneous;;
3;BeatEmUp;Violent Storm (ver EAC);viostorm;1993;Konami;GX224;;
3;BeatEmUp;Warrior Blade - Rastan Saga Episode III (Japan);warriorb;1991;Taito Corporation;Taito Misc;;
3;BeatEmUp;Warriors of Fate (World 921031);wof;1992;Capcom;CPS1 / QSound;;
3;BeatEmUp;Wild Fang / Tecmo Knight;wildfang;1989;Tecmo;Miscellaneous;;
3;BeatEmUp;Wizard Fire (Over Sea v2.1);wizdfire;1992;Data East Corporation;DECO IC16;;
3;BeatEmUp;Wonder Momo;wndrmomo;1987;Namco;System 86;;
3;BeatEmUp;X-Men (4 Players ver UBB);xmen;1992;Konami;GX065;;
3;BeatEmUp;X-Men (6 Players ver ECB);xmen6p;1992;Konami;;;
3;BeatEmUp;Zero Team USA (US);zeroteam;1993;Seibu Kaihatsu (Fabtek license);Miscellaneous;;Unemulated protection
3;Gun;Alien3: The Gun (World);alien3;1993;Sega;;;
3;Gun;Bang!;bang;1998;Gaelco;Miscellaneous;;
3;Gun;Bank Panic;bankp;1984;Sanritsu / Sega;Miscellaneous;;
3;Gun;Battle Shark (World);bshark;1989;Taito Corporation Japan;Taito-Z;;
3;Gun;Battle Zone (rev 2) [GFX/Sound Issues];bzone;1980;Atari;;;
3;Gun;Beast Busters (World);bbusters;1989;SNK;Miscellaneous;;
3;Gun;Blasted;blasted;1988;Bally Midway;;;
0;Gun;Bubble Trouble (World, Rev B);bubbletr;1992;Namco;;unsupported;
3;Gun;Cheyenne (version 1.0);cheyenne;1984;Exidy;;;
3;Gun;Chiller (version 3.0);chiller;1986;Exidy;;;
3;Gun;Clay Pigeon (version 2.0);claypign;1986;Exidy;;;
3;Gun;Combat (version 3.0);combat;1985;Exidy;;;
3;Gun;Combat Hawk;combh;1987;Sanritsu / Sega;Miscellaneous;;
3;Gun;Crackshot (version 2.0);cracksht;1985;Exidy;;;
3;Gun;Crazy Fight;crazyfgt;1996;Subsino;Seta;rhythm-like controls;
3;Gun;Crossbow (version 2.0);crossbow;1983;Exidy;;;
0;Gun;Cycle Shooting;cyclshtg;1986;Taito;;unsupported;
3;Gun;D-Con;dcon;1992;Success;Miscellaneous;;
3;Gun;Dragon Gun (US);dragngun;1993;Data East Corporation;;;
3;Gun;Empire City: 1931 (bootleg?);empcity;1986;Seibu Kaihatsu;;;
3;Gun;Enforce (World);enforce;1988;Taito Corporation Japan;Taito-Z;;
0;Gun;Golly! Ghost!;gollygho;1990;Namco;;unsupported;
3;Gun;Gunbuster (World);gunbustr;1992;Taito Corporation Japan;;;
3;Gun;Hit 'n Miss (version 3.0);hitnmiss;1987;Exidy;;;
3;Gun;Jurassic Park (World, Rev A);jpark;1993;Sega;;;
1;Gun;Laser Ghost (World) (FD1094 317-0166);lghost;1990;Sega;System 18;how to calibrate ?;
3;Gun;Lethal Enforcers (ver UAE, 11/19/92 15:04);lethalen;1992;Konami;GX191;;
1;Gun;Line of Fire / Bakudan Yarou (World) (FD1094 317-0136);loffire;1989;Sega;X-Board;how to calibrate ?;
3;Gun;Lord of Gun (USA);lordgun;1994;IGS;Miscellaneous;;Imperfect graphics and sound
3;Gun;Mechanized Attack (World);mechatt;1989;SNK;Miscellaneous;;
3;Gun;Mobil Suit Gundam Final Shooting (Japan);gdfs;1995;Banpresto;;;
3;Gun;Must Shoot TV (prototype);shoottv;199?;Incredible Technologies;;;
3;Gun;N.Y. Captor;nycaptor;1985;Taito;;;
3;Gun;One Shot One Kill;oneshot;1996;Promat;;;
3;Gun;Operation Thunderbolt (World, rev 1);othunder;1988;Taito Corporation Japan;Taito Misc;;
3;Gun;Operation Wolf (World, set 1);opwolf;1987;Taito Corporation Japan;Taito Misc;;
3;Gun;Operation Wolf 3 (World);opwolf3;1994;Taito Corporation Japan;Taito Misc;aim not working;
3;Gun;Point Blank (World, GN2 Rev B, set 1);ptblank;1994;Namco;;;
3;Gun;Rail Chase (World);rchase;1991;Sega;Y-Board;;
3;Gun;Revolution X (rev 1.0 6/16/94);revx;1994;Midway;;;
3;Gun;Shooting Master (8751 315-5159a);shtngmst;1985;Sega;;;
3;Gun;Showdown (version 5.0);showdown;1988;Exidy;;;
3;Gun;Space Gun (World);spacegun;1990;Taito Corporation Japan;Taito-Z;;
3;Gun;Steel Gunner (Rev B);sgunner;1990;Namco;;;
3;Gun;Steel Gunner 2 (US);sgunner2;1991;Namco;;;
3;Gun;Target Hits (ver 1.1, Checksum 5152);targeth;1994;Gaelco;;;
3;Gun;Terminator 2 - Judgment Day (rev LA4 08/03/92);term2;1991;Midway;;;
3;Gun;Under Fire (World);undrfire;1993;Taito Corporation Japan;;;
3;Gun;Who Dunit (version 9.0);whodunit;1988;Exidy;;;
3;Gun;Wild Pilot;wildplt;1992;Jaleco;;;
3;Gun;Zero Point (set 1);zeropnt;1998;Unico;Unico;;
3;Gun;Zero Point 2;zeropnt2;1999;Unico;Unico;;
3;Gun;Zombie Raid (9/28/95, US);zombraid;1995;American Sammy;Seta;;
3;Homebrews;Codename - Blut Engel (2018-09-05);cnbe2018;2018;blastar@gmx.net;;;
3;Homebrews;Crash (Pac-Man);crashh;2002;hack;;;
3;Homebrews;Crouching Poney Hidden Dragon (DEMO);cphd;2013;Le Cortex;;;
3;Homebrews;Death Derby;dderby;2003;David Widel;;;
3;Homebrews;Frog Feast (Neo Geo);ngfrog;2006;Rastersoft;;;
3;Homebrews;Hypernoid (Ver. 20211128);hypernoid;2021;NeoHomeBrew;;neogeo;
3;Homebrews;Jonas Indiana and the Lost Temple of RA (20050717);ltorb;2005;blastar@gmx.net;;no sound in this homebrew;
3;Homebrews;Looptris (v.2021-12-26);looptris;2021;Blastar;;;
0;Homebrews;Metal Slug 3X (Complete Collection);mslug3x;2022;Homebrew;;bad romset ?;
3;Homebrews;Neo No Panepon (beta);neonopon;????;blastar@gmx.net;;no sound in this homebrew;
3;Homebrews;Neo Pang;neopang;2010;CeL;;neogeo;
3;Homebrews;NeoTRIS (Free Beta 2, Ver. 202009);neotris;2020;Chipsonsteroids;;neogeo;
3;Homebrews;Pac Manic Miner Man;pacminer;2012;Jim Bagley;;;
3;Homebrews;Project Neon (Caravan Edition, prealpha v0.4.19);proneon;2019;FULLSET;;neogeo;
3;Homebrews;Sokoban LE;sokoban;2015;cmonkey;;;
3;Homebrews;Speccies 2;speccies;2015;Sokurah;;;
3;Homebrews;SQIJ!;sqij;2018;Sokurah;;;
3;Homebrews;The Eye of Typhoon (Beta 3 Version);teot;2022;OzzyOuzo;;neogeo;
3;Homebrews;Time's UP!;timesup;2012;NGF Dev. Inc.;;neogeo;
2;Homebrews;Vector Breakout [h];vbrakout;1999;Clay Cowgill;;needs tempest parent, bad sensitivity;
3;Homebrews;Xeno Crisis (NGM-BB01) (NGH-BB01);xenocrisis;2019;Bitmap Bureau;;;
3;Misc;96 Flag Rally;flagrall;1996;unknown;;;
3;Misc;Ali Baba and 40 Thieves;alibaba;1982;Sega;;;
2;Misc;Alien Arena (Stargate upgrade);alienaru;1985;Duncan Brown;;no sound, clone alienaru has sound;
3;Misc;Amidar;amidar;1981;Konami;;;
3;Misc;Angel Kids (Japan);angelkds;1988;Sega / Nasco?;Miscellaneous;;
3;Misc;Anteater;anteater;1982;Stern (Tago license);;;
2;Misc;Arkanoid - Revenge of DOH (World);arknoid2;1987;Taito Corporation Japan;Miscellaneous;bad controls sensitivity;
3;Misc;Arkanoid (World, older);arkanoid;1986;Taito Corporation Japan;Arkanoid;;
3;Misc;Arkanoid Returns (Ver 2.02O 1997/02/10);arkretrn;1997;Taito Corporation;;;
3;Misc;Armored Car (set 1);armorcar;1981;Stern;;;
3;Misc;Bal Cube;balcube;1996;Metro;;;
3;Misc;Balloon Ace;bace;2003;David Widel;;;
3;Misc;BanBam;banbam;1984;Sun Electronics;;;
3;Misc;Bestri (Korea, set 1);bestri;1998;F2 System;;;
3;Misc;Birdiy;birdiy;1982;Mama Top;;;
3;Misc;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);bishi;1996;Konami;Miscellaneous;;Imperfect gfx (one gfx rom bad, bad pr
3;Misc;Block Block (World 911219 Joystick);block;1991;Capcom;Miscellaneous;;
3;Misc;Block Carnival / Thunder & Lightning 2;blockcar;1992;Visco;Seta;;
3;Misc;Blockade;blockade;1976;Gremlin;;;
3;Misc;Blocken (Japan);blocken;1994;Visco / KID;;;
3;Misc;Blue Print (Midway);blueprnt;1982;[Zilec Electronics] Bally Midway;;;
3;Misc;Bomb Bee;bombbee;1979;Namco;;;
3;Misc;Bomber Man World / New Dyna Blaster - Global Quest;bbmanw;1992;Irem;M90;;
3;Misc;Botanic (English / Spanish);botanic;1983;Itisa;;;
3;Misc;Bubbles;bubbles;1982;Williams;;Need to reset game;
3;Misc;Bullfight (315-5065);bullfgt;1984;Coreland / Sega;System 1;;
3;Misc;Burglar X;burglarx;1997;Unico;;;
3;Misc;Butasan - Pig's & Bomber's (Japan, English);butasan;1987;NMK (Jaleco license);;;
3;Misc;Cameltry (US, YM2610);cameltry;1989;Taito America Corporation;Taito-F2;;
3;Misc;Cannon Ball (Pacman Hardware);cannonbp;1985;Novomatic;;;
3;Misc;Car Jamboree;carjmbre;1983;Omori Electric Co., Ltd.;;;
3;Misc;Cavelon;cavelon;1983;Jetsoft;;;
3;Misc;Changes;changes;1982;Orca;;;
3;Misc;Check Man;checkman;1982;Zilex-Zenitone;;;
2;Misc;Cheeky Mouse;cheekyms;1980;Universal;;no sound ingame due too imperfect emulation;
3;Misc;Cheese Chase;cheesech;1994;Art & Magic;;;
3;Misc;Choky! Choky!;chokchok;1995;SemiCom;Miscellaneous;;
3;Misc;Cluster Buster (DECO Cassette) (US);cgraplop;1983;Data East Corporation;;Needs to wait 120s before launch;
3;Misc;Congo Bongo (Rev C, 2 board stack);congo;1983;Sega;Zaxxon;;
3;Misc;Cool Minigame Collection;coolmini;1999;SemiCom;;;
3;Misc;Counter Run (bootleg set 1);countrunb;1988;bootleg;;;
3;Misc;Crazy Balloon (set 1);crbaloon;1980;Taito Corporation;;;
1;Misc;Crazy Climber (US set 1);cclimber;1980;Nichibutsu;;partial controls;
1;Misc;Crazy Climber 2 (Japan);cclimbr2;1988;Nichibutsu;Miscellaneous;partial controls;
3;Misc;Crush Roller (set 1);crush;1981;Alpha Denshi Co. / Kural Samno Electric, Ltd.;;;
3;Misc;Crusher Makochan (Japan);crusherm;1999;Takumi;;;
3;Misc;Crystal Castles (version 4);ccastles;1983;Atari;;;
3;Misc;Cuby Bop (location test);cubybop;199?;Hot-B Co., Ltd.;;;
3;Misc;Cutie Q;cutieq;1979;Namco;;;
3;Misc;Dacholer;dacholer;1983;Nichibutsu;;;
