Status;Genre;Name (mame description);Rom name;Year;Manufacturer;Hardware;Comments;Notes
3;BeatEmUp;Dungeons & Dragons: Tower of Doom (Euro 940412);ddtod;1993;Capcom;CPS2;;
3;BeatEmUp;Dynamite Dux (set 3, World) (FD1094 317-0096);ddux;1988;Sega;System 16B;;
3;BeatEmUp;Dynasty Wars (USA, B-Board 89624B-?);dynwar;1989;Capcom;CPS1;;
3;BeatEmUp;Eight Man (NGM-025 ~ NGH-025);eightman;1991;SNK / Pallas;Neo Geo MVS;;
3;BeatEmUp;Final Fight (World, set 1);ffight;1989;Capcom;CPS1;;
3;BeatEmUp;Flashgal (set 1);flashgal;1985;Kyugo / Sega;Kyugo;;
3;BeatEmUp;Gaia Crusaders;gaia;1999;Noise Factory;Cave;;
1;BeatEmUp;Gaiapolis (ver EAF);gaiapols;1993;Konami;GX123;lags a lot;
3;BeatEmUp;Gang Wars;gangwars;1989;Alpha Denshi Co.;;;
3;BeatEmUp;Ganryu / Musashi Ganryuki;ganryu;1999;Visco;Neo Geo MVS;;
3;BeatEmUp;Genpei ToumaDen;genpeitd;1986;Namco;System 86;;
3;BeatEmUp;Ginga NinkyouDen (set 1);ginganin;1987;Jaleco;Miscellaneous;;
3;BeatEmUp;Golden Axe (set 6, US) (8751 317-123A);goldnaxe;1989;Sega;System 16B;;
3;BeatEmUp;Growl (World, Rev 1);growl;1990;Taito Corporation Japan;Taito-F2;;
3;BeatEmUp;Guardian (US);grdian;1986;Toaplan / Taito America Corporation (Kitkorp license);Early Toaplan;;
3;BeatEmUp;Guardians / Denjin Makai II;grdians;1995;Winkysoft (Banpresto license);Newer Seta;;Imperfect graphics @ game start cutsce
3;BeatEmUp;Hachoo!;hachoo;1989;Jaleco;Mega System 1;;
3;BeatEmUp;Hammerin' Harry (World, M81);hharry;1990;Irem;M82;;
3;BeatEmUp;Haunted Castle (version M);hcastle;1988;Konami;GX768;;
1;BeatEmUp;Hook (World);hook;1992;Irem;M92;lags a lot;
2;BeatEmUp;Iron Horse;ironhors;1986;Konami;GX560;too fast ?;
0;BeatEmUp;Judge Dredd (Rev LA1, Prototype);jdreddp;;;;doesn't launch;
3;BeatEmUp;Kabuki-Z (World);kabukiz;1988;Taito Corporation Japan;;;
3;BeatEmUp;Karate Blazers (World, set 1);karatblz;1991;Video System Co.;Video System;;
3;BeatEmUp;Kicker;kicker;1985;Konami;GX477;;
3;BeatEmUp;Kid Niki - Radical Ninja (World);kidniki;1986;Irem;Irem M62;;
3;BeatEmUp;Knights of the Round (World 911127);knights;1991;Capcom;CPS1;;
3;BeatEmUp;Knights of Valour 2 Plus - Nine Dragons / Sangoku Senki 2 Plus - Nine Dragons (ver. M205XX, 200, 100CN);kov2p;2001;IGS;PolyGameMaster;;
3;BeatEmUp;Knights of Valour Plus / Sangoku Senki Plus (ver. 119, set 1);kovplus;1999;IGS;PolyGameMaster;;
3;BeatEmUp;Knights of Valour Super Heroes / Sangoku Senki Super Heroes (ver. 104, CN);kovsh;1999;IGS;PolyGameMaster;;
3;BeatEmUp;Knights of Valour Super Heroes Plus / Sangoku Senki Super Heroes Plus (ver. 101);kovshp;2004;IGS;PolyGameMaster;;Imperfect Protection Emulation
3;BeatEmup;Knuckle Bash;kbash;1993;Toaplan / Atari;Toaplan GP9001;;
3;BeatEmUp;Knuckle Joe (set 1);kncljoe;1985;Seibu Kaihatsu (Taito license);Miscellaneous;;
3;BeatEmUp;Kozure Ookami (Japan);kozure;1987;Nichibutsu;Miscellaneous;;
3;BeatEmUp;Kung-Fu Master (World);kungfum;1984;Irem;Irem M62;;
3;BeatEmUp;Kuri Kinton (World);kurikint;1988;Taito Corporation Japan;;;
3;BeatEmUp;Kyros;kyros;1987;Alpha Denshi Co. (World Games Inc. license);Miscellaneous;;
3;BeatEmUp;Lady Master of Kung Fu;ladymstr;1985;Kaneko / Taito;Miscellaneous;;
3;BeatEmUp;Legend;legend;1986;Kyugo / Sega;Kyugo;;
3;BeatEmUp;Legend of Makai (World);lomakai;1988;Jaleco;Mega System 1;;
3;BeatEmUp;Legend of Success Joe / Ashita no Joe Densetsu;legendos;1991;SNK;Neo Geo MVS;;
3;BeatEmUp;Legionnaire (World);legionna;1992;TAD Corporation;;;
1;BeatEmUp;Lightning Swords;ltswords;1991;Irem;M84?;lags a lot;
3;BeatEmUp;Mad Motor (prototype) [Prototype];madmotor;1989;Mitchell;;;
3;BeatEmUp;Magic Sword: Heroic Fantasy (World 900725);msword;1990;Capcom;CPS1;;
3;BeatEmUp;Metal Clash (Japan);metlclsh;1985;Data East;;;
3;BeatEmUp;Metamorphic Force (ver EAA);metamrph;1993;Konami;GX224;;
3;BeatEmUp;Mighty Guy [Sound issues];mightguy;1986;Nichibutsu;;;
3;BeatEmUp;Monster Maulers (ver EAA);mmaulers;1993;Konami;GX170;;
3;BeatEmUp;Mr. Goemon (Japan);mrgoemon;1986;Konami;Miscellaneous;;
3;BeatEmUp;Mutation Nation (NGM-014 ~ NGH-014);mutnat;1992;SNK;Neo Geo MVS;;
3;BeatEmUp;My Hero (US, not encrypted);myhero;1985;Coreland / Sega;System 1;;
3;BeatEmUp;Nastar (World);nastar;1988;Taito Corporation Japan;Taito B System;;"gamelist -> + ""/rastan saga 2"""
3;BeatEmUp;Nekketsu Kouha Kunio-kun (Japan);kuniokun;1986;Technos Japan;;;
1;BeatEmUp;Night Slashers (Korea Rev 1.3, DE-0397-0 PCB);nslasher;1994;Data East Corporation;;lags a lot;
1;BeatEmUp;Ninja Baseball Bat Man (World);nbbatman;1993;Irem;M92;lags a lot;
3;BeatEmUp;Ninja Combat (NGM-009);ncombat;1990;Alpha Denshi Co.;Neo Geo MVS;;
3;BeatEmUp;Ninja Gaiden (US);gaiden;1988;Tecmo;;;
3;BeatEmUp;Ninja Kazan (World);kazan;1988;Jaleco;Mega System 1;;
3;BeatEmUp;Ninja Spirit;nspirit;1988;Irem;M72;;
3;BeatEmUp;Oriental Legend / Xi You Shi E Zhuan (ver. 126);orlegend;1997;IGS;PolyGameMaster;;
3;BeatEmUp;Oriental Legend Special / Xi You Shi E Zhuan Super (ver. 101, Korean Board);olds;1998;IGS;PolyGameMaster;;Imperfect Protection Emulation
3;BeatEmUp;Oriental Legend Special Plus / Xi You Shi E Zhuan Super Plus;oldsplus;2004;IGS;PolyGameMaster;;Incomplete Dump
3;BeatEmUp;Osman (World);osman;1996;Mitchell;Simple 156;;
3;BeatEmUp;P.O.W. - Prisoners of War (US version 1);pow;1988;SNK;Miscellaneous;;
3;BeatEmUp;Pretty Soldier Sailor Moon (Ver. 95/03/22B, Europe);sailormn;1995;Gazelle (Banpresto license);Cave;;
3;BeatEmUp;PuLiRuLa (World);pulirula;1991;Taito Corporation Japan;Taito-F2;;Some priority problems
3;BeatEmUp;Rastan (World Rev 1);rastan;1987;Taito Corporation Japan;Taito Misc;;
3;BeatEmUp;Renegade (US);renegade;1986;Technos Japan (Taito America license);Miscellaneous;;
1;BeatEmUp;Riding Fight (Ver 1.0O);ridingf;1992;Taito Corporation Japan;;lags a lot;
3;BeatEmUp;Riot City (Japan);riotcity;1991;Sega / Westone;System 16B;;
3;BeatEmUp;Robo Army;roboarmy;1991;SNK;Neo Geo MVS;;
3;BeatEmUp;Rock'n Rage (World);rockrage;1986;Konami;GX620;;
3;BeatEmUp;Rygar (US set 1);rygar;1986;Tecmo;Miscellaneous;;
3;BeatEmUp;Samurai Nihon-Ichi (set 1);tsamurai;1985;Kaneko / Taito;Miscellaneous;;
3;BeatEmUp;Sengoku / Sengoku Denshou (NGM-017 ~ NGH-017);sengoku;1991;SNK;Neo Geo MVS;;
3;BeatEmUp;Sengoku 2 / Sengoku Denshou 2;sengoku2;1993;SNK;Neo Geo MVS;;
3;BeatEmUp;Sengoku 3 / Sengoku Densho 2001;sengoku3;2001;Noise Factory / SNK;Neo Geo MVS;;
3;BeatEmUp;Shadow Force (World, Version 3);shadfrce;1993;Technos Japan;Miscellaneous;;
3;BeatEmUp;Shadow Warriors (World, set 1);shadoww;1988;Tecmo;Miscellaneous;;
3;BeatEmUp;Shingen Samurai-Fighter (Japan, English);tshingen;1988;Jaleco;Mega System 1;Game crashes in level 2, play tshingen;
3;BeatEmUp;Shocking;shocking;1997;Yun Sung;Yun Sung 16 Bi;;
3;BeatEmUp;Silent Dragon (World);silentd;1992;Taito Corporation Japan;Taito B System;;
3;BeatEmUp;Skull & Crossbones (rev 5);skullxbo;1989;Atari Games;;;
3;BeatEmUp;Spin Master / Miracle Adventure;spinmast;1993;Data East Corporation;Neo Geo MVS;;
3;BeatEmUp;Splatter House (World, new version (SH3));splatter;1988;Namco;;;
3;BeatEmUp;Strider (USA, B-Board 89624B-2);strider;1989;Capcom;CPS1;;
3;BeatEmUp;Superman (World);superman;1988;Taito Corporation;Taito-X;;
3;BeatEmUp;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA);tmnt2;1991;Konami;GX063;;
3;BeatEmUp;Teenage Mutant Ninja Turtles (World 4 Players, version X);tmnt;1989;Konami;GX963;;
3;BeatEmUp;The Astyanax;astyanax;1989;Jaleco;Mega System 1;;
1;BeatEmUp;The Cliffhanger - Edward Randy (World ver 3);edrandy;1990;Data East Corporation;DECO IC16;lags a lot;
3;BeatEmUp;The Combatribes (US);ctribe;1990;Technos Japan;Miscellaneous;;
3;BeatEmUp;The Gladiator / Road of the Sword / Shen Jian (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107);theglad;2003;IGS;PolyGameMaster;a few cracks here and then;Incomplete Dump
3;BeatEmUp;The King of Dragons (World 910805);kod;1991;Capcom;CPS1;;
3;BeatEmUp;The Legend of Kage;lkage;1984;Taito Corporation;Miscellaneous;;
3;BeatEmUp;The Legend of Silkroad;silkroad;1999;Unico;Miscellaneous;;
3;BeatEmUp;The Ninja Kids (World);ninjak;1990;Taito Corporation Japan;Taito-F2;;
1;BeatEmUp;The Ninja Warriors (World);ninjaw;1987;Taito Corporation Japan;Taito Misc;lags a lot;
3;BeatEmUp;The Punisher (World 930422);punisher;1993;Capcom;CPS1 / QSound;;
3;BeatEmUp;The Return of Ishtar;roishtar;1986;Namco;System 86;;
3;BeatEmUp;The Simpsons (4 Players World, set 1);simpsons;1991;Konami;GX072;;
3;BeatEmUp;The Super Spy (NGM-011 ~ NGH-011);superspy;1990;SNK;Neo Geo MVS;;
3;BeatEmUp;Thunder Fox (World);thundfox;1990;Taito Corporation Japan;Taito-F2;;
3;BeatEmUp;Thunder Heroes;theroes;2001;Primetek Investments;Cave;;
3;BeatEmUp;Tiger Road (US);tigeroad;1987;Capcom;Miscellaneous;;
3;BeatEmUp;Top Hunter - Roddy & Cathy (NGM-046);tophuntr;1994;SNK;Neo Geo MVS;;
3;BeatEmUp;Tough Turf (set 2, Japan) (8751 317-0104);tturf;1989;Sega / Sunsoft;System 16B;;
3;BeatEmUp;Trio The Punch - Never Forget Me... (World);triothep;1989;Data East Corporation;Miscellaneous;;
3;BeatEmUp;Trojan (US set 1);trojan;1986;Capcom;Miscellaneous;;
3;BeatEmUp;Ultra Toukon Densetsu (Japan);utoukond;1993;Banpresto / Tsuburaya Productions;Seta;No sound;
1;BeatEmUp;Undercover Cops (World);uccops;1992;Irem;M92;lags a lot;
3;BeatEmUp;Vandyke (Japan);vandyke;1990;UPL;NMK16;;
3;BeatEmUp;Vendetta (World, 4 Players, ver. T);vendetta;1991;Konami;GX081;;
3;BeatEmUp;Vigilante (World, Rev E);vigilant;1988;Irem;Miscellaneous;not full screen;
3;BeatEmUp;Violent Storm (ver EAC);viostorm;1993;Konami;GX224;;
1;BeatEmUp;Warrior Blade - Rastan Saga Episode III (Japan);warriorb;1991;Taito Corporation;Taito Misc;lags a lot;
3;BeatEmUp;Warriors of Fate (World 921031);wof;1992;Capcom;CPS1 / QSound;;
3;BeatEmUp;Wild Fang / Tecmo Knight;wildfang;1989;Tecmo;Miscellaneous;;
1;BeatEmUp;Wizard Fire (Over Sea v2.1);wizdfire;1992;Data East Corporation;DECO IC16;lags a lot;
3;BeatEmUp;Wonder Momo;wndrmomo;1987;Namco;System 86;;
3;BeatEmUp;X-Men (4 Players ver UBB);xmen;1992;Konami;GX065;;
3;BeatEmUp;Zero Team USA (US);zeroteam;1993;Seibu Kaihatsu (Fabtek license);Miscellaneous;;Unemulated protection
1;Gun;Bang!;bang;1998;Gaelco;Miscellaneous;shoot button doesn't work;
3;Gun;Bank Panic;bankp;1984;Sanritsu / Sega;Miscellaneous;;
3;Gun;Battle Shark (World);bshark;1989;Taito Corporation Japan;Taito-Z;;
3;Gun;Battle Zone (rev 2) [GFX/Sound Issues];bzone;1980;Atari;;;
3;Gun;Beast Busters (World);bbusters;1989;SNK;Miscellaneous;;
1;Gun;Bubble Trouble (World, Rev B);bubbletr;1992;Namco;;lags a lot, no cointrols;
3;Gun;Combat Hawk;combh;1987;Sanritsu / Sega;Miscellaneous;;
3;Gun;Crazy Fight;crazyfgt;1996;Subsino;Seta;rhythm-like controls;
3;Gun;D-Con;dcon;1992;Success;Miscellaneous;;
1;Gun;Dragon Gun (US);dragngun;1993;Data East Corporation;;lags a lot;
3;Gun;Empire City: 1931 (bootleg?);empcity;1986;Seibu Kaihatsu;;;
3;Gun;Enforce (World);enforce;1988;Taito Corporation Japan;Taito-Z;;
3;Gun;Ganbare! Marine Kun (Japan 2K0411);ganbare;2000;Capcom;CPS1;;
0;Gun;Golly! Ghost!;gollygho;1990;Namco;;doesn't launch;
1;Gun;Gunbuster (World);gunbustr;1992;Taito Corporation Japan;;lags a lot;
1;Gun;Laser Ghost (World) (FD1094 317-0166);lghost;1990;Sega;System 18;how to calibrate ?;
3;Gun;Lethal Enforcers (ver UAE, 11/19/92 15:04);lethalen;1992;Konami;GX191;;
1;Gun;Line of Fire / Bakudan Yarou (World) (FD1094 317-0136);loffire;1989;Sega;X-Board;how to calibrate ?;
3;Gun;Lord of Gun (USA);lordgun;1994;IGS;Miscellaneous;;Imperfect graphics and sound
3;Gun;Mechanized Attack (World);mechatt;1989;SNK;Miscellaneous;;
2;Gun;Mobil Suit Gundam Final Shooting (Japan);gdfs;1995;Banpresto;;lags a little;
3;Gun;One Shot One Kill;oneshot;1996;Promat;;;
3;Gun;Operation Thunderbolt (World, rev 1);othunder;1988;Taito Corporation Japan;Taito Misc;;
3;Gun;Operation Wolf (World, set 1);opwolf;1987;Taito Corporation Japan;Taito Misc;;
1;Gun;Operation Wolf 3 (World);opwolf3;1994;Taito Corporation Japan;Taito Misc;lags a lot, aim not working;
1;Gun;Rail Chase (World);rchase;1991;Sega;Y-Board;lags a lot, aim not working;
3;Gun;Space Gun (World);spacegun;1990;Taito Corporation Japan;Taito-Z;;
1;Gun;Steel Gunner (Rev B);sgunner;1990;Namco;;lags a lot, aim not working;
1;Gun;Steel Gunner 2 (US);sgunner2;1991;Namco;;lags a lot, aim not working;
3;Gun;Target Hits (ver 1.1, Checksum 5152);targeth;1994;Gaelco;;;
1;Gun;Under Fire (World);undrfire;1993;Taito Corporation Japan;;lags a lot;
3;Gun;Zero Point (set 1);zeropnt;1998;Unico;Unico;;
3;Gun;Zero Point 2;zeropnt2;1999;Unico;Unico;;
3;Gun;Zombie Raid (9/28/95, US);zombraid;1995;American Sammy;Seta;;
3;Misc;Amidar;amidar;1981;Konami;;;
3;Misc;Angel Kids (Japan);angelkds;1988;Sega / Nasco?;Miscellaneous;;
3;Misc;Anteater;anteater;1982;Stern (Tago license);;;
2;Misc;Arkanoid - Revenge of DOH (World);arknoid2;1987;Taito Corporation Japan;Miscellaneous;bad controls sensitivity;
3;Misc;Arkanoid (World, older);arkanoid;1986;Taito Corporation Japan;Arkanoid;;
1;Misc;Arkanoid Returns (Ver 2.02O 1997/02/10);arkretrn;1997;Taito Corporation;;lags a lot;
3;Misc;Armored Car (set 1);armorcar;1981;Stern;;;
3;Misc;BanBam;banbam;1984;Sun Electronics;;;
3;Misc;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);bishi;1996;Konami;Miscellaneous;;Imperfect gfx (one gfx rom bad, bad pr
3;Misc;Block Block (World 911219 Joystick);block;1991;Capcom;Miscellaneous;;
3;Misc;Block Carnival / Thunder & Lightning 2;blockcar;1992;Visco;Seta;;
3;Misc;Blue Print (Midway);blueprnt;1982;[Zilec Electronics] Bally Midway;;;
3;Misc;Bomb Bee;bombbee;1979;Namco;;;
3;Misc;Bomber Man World / New Dyna Blaster - Global Quest;bbmanw;1992;Irem;M90;;
3;Misc;Bubbles;bubbles;1982;Williams;;Need to reset game;
3;Misc;Bullfight (315-5065);bullfgt;1984;Coreland / Sega;System 1;;
3;Misc;Butasan - Pig's & Bomber's (Japan, English);butasan;1987;NMK (Jaleco license);;;
3;Misc;Cameltry (US, YM2610);cameltry;1989;Taito America Corporation;Taito-F2;;
3;Misc;Cavelon;cavelon;1983;Jetsoft;;;
3;Misc;Choky! Choky!;chokchok;1995;SemiCom;Miscellaneous;;
3;Misc;Cluster Buster (DECO Cassette) (US);cgraplop;1983;Data East Corporation;;Needs to wait 120s before launch;
3;Misc;Congo Bongo (Rev C, 2 board stack);congo;1983;Sega;Zaxxon;;
3;Misc;Counter Run (bootleg set 1);countrunb;1988;bootleg;;;
3;Misc;Crazy Balloon (set 1);crbaloon;1980;Taito Corporation;;;
1;Misc;Crazy Climber (US set 1);cclimber;1980;Nichibutsu;;partial controls;
1;Misc;Crazy Climber 2 (Japan);cclimbr2;1988;Nichibutsu;Miscellaneous;partial controls;
3;Misc;Crystal Castles (version 4);ccastles;1983;Atari;;;
3;Misc;Cuby Bop (location test);cubybop;199?;Hot-B Co., Ltd.;;;
3;Misc;Cutie Q;cutieq;1979;Namco;;;
0;Misc;Dacholer;dacholer;1983;Nichibutsu;;crashes on launch;
3;Misc;Demolition Derby (MCR-3 Mono Board Version);demoderm;1984;Bally Midway;;;
3;Misc;Devil Fish;devilfsh;1982;Artic;;;
3;Misc;Dig Dug (rev 2);digdug;1982;Namco;Miscellaneous;;
3;Misc;Dig Dug II (New Ver.);digdug2;1985;Namco;;;
3;Misc;Disco No.1;disco;1982;Data East;Miscellaneous;;
3;Misc;Discs of Tron (Upright);dotron;1983;Bally Midway;;;
3;Misc;Domino Man;domino;1982;Bally Midway;;;
3;Misc;Dynablaster / Bomber Man;dynablst;1991;Irem (licensed from Hudson Soft);M90;;
3;Misc;Elevator Action (5 pcb version, 1.1);elevator;1983;Taito Corporation;;;
1;Misc;Elevator Action Returns (Ver 2.2O 1995/02/20);elvactr;1994;Taito Corporation Japan;;lags a lot;
3;Misc;Fast Lane;fastlane;1987;Konami;;;
3;Misc;Fire Trap (US, set 1);firetrap;1986;Wood Place Inc. (Data East USA license);;;
3;Misc;Fitter;fitter;1981;Taito Corporation;;;
3;Misc;Fly-Boy;flyboy;1982;Kaneko;Miscellaneous;;
3;Misc;Flying Ball (DECO Cassette) (US);cflyball;1985;Data East Corporation;;Needs to wait 143s before game starts;
3;Misc;Food Fight (rev 3);foodf;1982;General Computer Corporation (Atari license);;;
3;Misc;Free Kick (NS6201-A 1987.10);freekick;1987;Nihon System (Merit license);Miscellaneous;;
3;Misc;Freeze;freeze;1984;Cinematronics;Jack the Giant;;
3;Misc;Gee Bee (Japan);geebee;1978;Namco;;;
3;Misc;Ghox (spinner);ghox;1991;Toaplan;Toaplan GP9001;No Sound (undumped MCU);
3;Misc;Gigas (MC-8123, 317-5002);gigas;1986;Sega;;doesn't launch;
0;Misc;Gigas Mark II (MC-8123, 317-5002) [Please use gigasm2b instead!];gigasm2;1986;SEGA;;crashes on launch, gigasm2b should work;
3;Misc;Goindol (World);goindol;1987;SunA;;;
3;Misc;Got-cha Mini Game Festival;gotcha;1997;Dongsung / Para;Miscellaneous;Controls not working at all;
3;Misc;Gunbarich;gnbarich;2001;Psikyo;PS5V2;needs Speed Hack option in RetroArch;
3;Misc;Hopping Mappy;hopmappy;1986;Namco;System 86;;
3;Misc;Hot Shocker;hotshock;1982;E.G. Felaco (Domino license);;;
3;Misc;Hyper Pacman;hyperpac;1995;SemiCom;Kaneko Pandora;;
3;Misc;I'm Sorry (315-5110, US);imsorry;1985;Coreland / Sega;;;
3;Misc;Jolly Jogger;jollyjgr;1982;Taito Corporation;;;
3;Misc;Journey;journey;1983;Bally Midway;;;
3;Misc;Joust (White/Green label);joust;1982;Williams;;Needs reset to launch;
3;Misc;Jr. Pac-Man (11/9/83);jrpacman;1983;Bally Midway;;;
3;Misc;Jumping Pop (Nics, Korean hack of Plump Pop);jpopnics;1992;Nics;Miscellaneous;;
3;Misc;Jungler;jungler;1981;Konami;;;
3;Misc;Kamikaze Cabbie;kamikcab;1984;Data East Corporation;;;
3;Misc;Kick (upright);kick;1981;Midway;;;
3;Misc;Kick Boy;kickboy;1983;Nichibutsu;;;
3;Misc;Kid no Hore Hore Daisakusen;horekid;1987;Nichibutsu;;;
3;Misc;Kram (set 1);kram;1982;Taito America Corporation;;Needs reset to launch;
1;Misc;Last Survivor (Japan) (FD1094 317-0083);lastsurv;1989;Sega;X-Board;lags a lot;
3;Misc;Libble Rabble;liblrabl;1983;Namco;;;
3;Misc;Lock'n'Chase;lnc;1981;Data East Corporation;;;
3;Misc;Lost Tomb (Easy);losttomb;1982;Stern;;;
3;Misc;Lunar Lander (rev 2);llander;1979;Atari;;;
3;Misc;Manhattan (DECO Cassette) (Japan);cmanhat;1981;Data East Corporation;;Needs to wait 95s before game start;
3;Misc;Marvin's Maze;marvins;1983;SNK;;;
3;Misc;Meikyu Jima (Japan);kikcubic;1988;Irem;Miscellaneous;;
3;Misc;Metro-Cross (set 1);metrocrs;1985;Namco;Miscellaneous;;
3;Misc;Mighty! Pang (Euro 001010);mpang;2000;Mitchell (Capcom license);CPS2;;
3;Misc;Mikie;mikie;1984;Konami;GX469;;
3;Misc;Minky Monkey;mmonkey;1982;Technos Japan / Roller Tron;;;
3;Misc;Monsters World (bootleg of Super Pang);mstworld;1994;bootleg (TCH);Miscellaneous;;
3;Misc;More More;moremore;1999;SemiCom / Exit;Kaneko Pandora;;
3;Misc;More More Plus;moremorp;1999;SemiCom / Exit;Kaneko Pandora;;
3;Misc;Motos;motos;1985;Namco;;;
3;Misc;Ms. Pac-Man;mspacman;1981;Midway / General Computer Corporation;Pac-man;;
3;Misc;Mysterious Stones - Dr. John's Adventure;mystston;1984;Technos Japan;Miscellaneous;;
3;Misc;Neo Bomberman;neobombe;1997;Hudson;Neo Geo MVS;;
3;Misc;Oli-Boo-Chu;olibochu;1981;Irem / GDI;;;
3;Misc;Pac & Pal;pacnpal;1983;Namco;;;
3;Misc;Pac-Man Plus;pacplus;1982;Namco (Midway license);Pac-man;;
3;Misc;Pac-Mania;pacmania;1987;Namco;;;
3;Misc;Pack'n Bang Bang (prototype);packbang;1994;Kaneko;Kaneko16;;
3;Misc;Pang (World);pang;1989;Mitchell;Miscellaneous;;
3;Misc;Pang! 3 (Euro 950601);pang3;1995;Mitchell;CPS1;;
3;Misc;Pengo (set 1 rev c);pengo;1982;Sega;;;
3;Misc;Performan (Japan);perfrman;1985;Toaplan / Data East Corporation;;;
3;Misc;Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 1);pipibibs;1991;Toaplan;Toaplan GP9001;;
3;Misc;Pirate Ship Higemaru;higemaru;1984;Capcom;Miscellaneous;sound not perfect;
