Status;Genre;Name (mame description);Rom name;Year;Manufacturer;Hardware;Comments;Notes
3;BeatEmUp;Captain America and The Avengers (Asia Rev 1.4);captaven;1991;Data East Corporation;;;
3;BeatEmUp;Captain Commando (World 911202);captcomm;1991;Capcom;;;
3;BeatEmUp;Captain Silver (World);csilver;1987;Data East Corporation;;;
1;BeatEmUp;Chanbara;chanbara;1985;Data East;;no controls;
1;BeatEmUp;China Gate (US);chinagat;1988;Technos Japan (Taito / Romstar license);;severe graphical bugs;
3;BeatEmUp;Cosmo Police Galivan (12/26/1985);galivan;1985;Nichibutsu;;;
3;BeatEmUp;Crime Fighters (US 4 players);crimfght;1989;Konami;;;
3;BeatEmUp;Crossed Swords;crsword;1991;Alpha Denshi Co.;;;
3;BeatEmUp;Crude Buster (World FX version);cbuster;1990;Data East Corporation;;;
1;BeatEmUp;Cycle Warriors;cyclwarr;1991;Tatsumi;;lags a lot;
3;BeatEmUp;D. D. Crew (World, 4 Player, FD1094 317-0187);ddcrew1;1991;Sega;;clone off ddcrew, 4 players version;
3;BeatEmUp;Dark Seal (World revision 3);darkseal;1990;Data East Corporation;;;
0;BeatEmUp;Demolish Fist;demofist;2003;Polygon Magic / Dimps;;doesn't launch;
3;BeatEmUp;Denjin Makai;denjinmk;1993;Winkysoft (Banpresto license);;;
0;BeatEmUp;Die Hard Arcade (UET 960515 V1.000);diehard;1996;Sega;;crashes on launch;no chd
3;BeatEmUp;DJ Boy (set 1);djboy;1989;Kaneko (American Sammy license);;;
3;BeatEmUp;Double Dragon (Japan);ddragon;1987;Technos Japan;;;
3;BeatEmUp;Double Dragon 3 - The Rosetta Stone (US);ddragon3;1990;Technos Japan;;;
3;BeatEmUp;Double Dragon II - The Revenge (World);ddragon2;1988;Technos Japan;;;
3;BeatEmUp;DownTown / Mokugeki (Set 1);downtown;1989;Seta;;NOT PLAYABLE BEFORE;
3;BeatEmUp;Dragon Bowl;drgnbowl;1992;Nics;;;
3;BeatEmUp;Dragon Buster;drgnbstr;1984;Namco;;;
2;BeatEmUp;Dragon Unit / Castle of Dragon;drgnunit;1989;Seta;;lags a litle;
1;BeatEmUp;Dungeon Magic (Ver 2.1A 1994/02/18);dungeonmu;1993;Taito America Corporation;;lags a lot;
3;BeatEmUp;Dungeons & Dragons: Shadow over Mystara (Euro 960619);ddsom;1996;Capcom;;;
3;BeatEmUp;Dungeons & Dragons: Tower of Doom (Euro 940412);ddtod;1993;Capcom;;;
3;BeatEmUp;Dynamite Dux (set 2, FD1094 317-0096);ddux;1988;Sega;;;
3;BeatEmUp;Dynasty Wars (USA, set 1);dynwar;1989;Capcom;;;
2;BeatEmUp;Eight Man (NGM-025 ~ NGH-025);eightman;1991;SNK / Pallas;;lags a little, sprite bugs;
3;BeatEmUp;Express Raider (World, Rev 4);exprraid;1986;Data East Corporation;;;
3;BeatEmUp;Final Fight (World);ffight;1989;Capcom;;;
1;BeatEmUp;Final Fight 2 (SNES bootleg);ffight2b;1996;bootleg;;lags a lot;
3;BeatEmUp;Flashgal (set 1);flashgal;1985;Kyugo / Sega;;;
3;BeatEmUp;Gaia Crusaders;gaia;1999;Noise Factory;;;
1;BeatEmUp;Gaiapolis (ver EAF);gaiapols;1993;Konami;;lags a lot;
3;BeatEmUp;Gang Wars;gangwars;1989;Alpha Denshi Co.;;;
3;BeatEmUp;Ganryu / Musashi Ganryuki;ganryu;1999;Visco;;;
3;BeatEmUp;Genpei ToumaDen;genpeitd;1986;Namco;;;
3;BeatEmUp;Ginga NinkyouDen (set 1);ginganin;1987;Jaleco;;;
3;BeatEmUp;Gladiator (US);gladiatr;1986;Allumer / Taito America Corporation;;;
3;BeatEmUp;Golden Axe (set 6, US, 8751 317-123A);goldnaxe;1989;Sega;;;
1;BeatEmUp;Golden Axe: The Revenge of Death Adder (World);ga2;1992;Sega;;lags a lot;
3;BeatEmUp;Growl (World);growl;1990;Taito Corporation Japan;;;
3;BeatEmUp;Guardians / Denjin Makai II;grdians;1995;Banpresto;;;
3;BeatEmUp;Guardians of the 'Hood;guardian;1992;Atari Games;;NOT PLAYABLE BEFORE;
3;BeatEmUp;Hachoo!;hachoo;1989;Jaleco;;;
3;BeatEmUp;Hammerin' Harry (World);hharry;1990;Irem;;;
3;BeatEmUp;Haunted Castle (version M);hcastle;1988;Konami;;NOT PLAYABLE BEFORE;
3;BeatEmUp;Hook (World);hook;1992;Irem;;;
1;BeatEmUp;Judge Dredd (rev LA1, prototype);jdreddp;1993;Midway;;lags a lot;
1;BeatEmUp;Kabuki-Z (World);kabukiz;1988;Kaneko / Taito Corporation Japan;;lags a lot, horrible sound;
3;BeatEmUp;Karate Blazers (World);karatblz;1991;Video System Co.;;;
3;BeatEmUp;Kicker;kicker;1985;Konami;;;
3;BeatEmUp;Kid Niki - Radical Ninja (World);kidniki;1986;Irem;;;
3;BeatEmUp;Knights of the Round (World 911127);knights;1991;Capcom;;;
0;BeatEmUp;Knights of Valour 2 Plus - Nine Dragons / Sangoku Senki 2 Plus - Nine Dragons (ver. M204XX);kov2p;2001;IGS;;no launch;
0;BeatEmUp;Knights of Valour Plus / Sangoku Senki Plus (ver. 119);kovplus;1999;IGS;;boot loop;
1;BeatEmUp;Knights of Valour Super Heroes / Sangoku Senki Super Heroes (ver. 104, CN);kovsh;1999;IGS;;lags a lot;
1;BeatEmUp;Knights of Valour Super Heroes Plus / Sangoku Senki Super Heroes Plus (ver. 100);kovshp;2004;IGS;;lags a lot;
1;BeatEmUp;Knuckle Bash;kbash;1993;Toaplan / Atari;;lags a lot, no music;
3;BeatEmUp;Knuckle Joe (set 1);kncljoe;1985;Seibu Kaihatsu (Taito license);;;
3;BeatEmUp;Kung-Fu Master;kungfum;1984;Irem;;;
3;BeatEmUp;Kuri Kinton (World);kurikint;1988;Taito Corporation Japan;;;
3;BeatEmUp;Kyros;kyros;1987;Alpha Denshi Co. (World Games Inc. license);;;
3;BeatEmUp;Lady Master of Kung Fu;ladymstr;1985;Kaneko / Taito;;;
3;BeatEmUp;Legend;legend;1986;Kyugo / Sega;;;
3;BeatEmUp;Legend of Hero Tonma;loht;1989;Irem;;;
1;BeatEmUp;Legend of Heroes;legendoh;2000;Limenko;;lags a lot, no sound;
3;BeatEmUp;Legend of Makai (World);lomakai;1988;Jaleco;;;
3;BeatEmUp;Legend of Success Joe / Ashita no Joe Densetsu;legendos;1991;SNK;;;
1;BeatEmUp;Legionnaire (World);legionna;1992;TAD Corporation;;no collisions, graphic problems;
3;BeatEmUp;Mad Motor;madmotor;1989;Mitchell;;;
3;BeatEmUp;Magic Sword: Heroic Fantasy (World 900725);msword;1990;Capcom;;a few sprite issues;
3;BeatEmUp;Metal Clash (Japan);metlclsh;1985;Data East;;;
3;BeatEmUp;Metamorphic Force (ver EAA);metamrph;1993;Konami;;;
3;BeatEmUp;Mighty Guy;mightguy;1986;Nichibutsu;;;
3;BeatEmUp;Monster Maulers (ver EAA);mmaulers;1993;Konami;;;
3;BeatEmUp;Mr. Goemon (Japan);mrgoemon;1986;Konami;;;
3;BeatEmUp;Mutation Nation;mutnat;1992;SNK;;;
3;BeatEmUp;My Hero (US, not encrypted);myhero;1985;Coreland / Sega;;;
3;BeatEmUp;Nastar (World);nastar;1988;Taito Corporation Japan;;;"gamelist -> + ""/rastan saga 2"""
3;BeatEmUp;Nekketsu Kouha Kunio-kun (Japan);kuniokun;1986;Technos Japan;;;
2;BeatEmUp;Night Slashers (Korea Rev 1.3);nslasher;1994;Data East Corporation;;NOT PLAYABLE BEFORE, lags a little;
2;BeatEmUp;Ninja Baseball Batman (US);nbbatman;1993;Irem America;;lags a little;
3;BeatEmUp;Ninja Clowns (08/27/91);ninclown;1991;Strata/Incredible Technologies;;;
3;BeatEmUp;Ninja Combat (set 1);ncombat;1990;Alpha Denshi Co.;;;
3;BeatEmUp;Ninja Gaiden (US);gaiden;1988;Tecmo;190470;;
0;BeatEmUp;Ninja Kazan (World);kazan;1988;Jaleco;;no image;
3;BeatEmUp;Ninja Spirit;nspirit;1988;Irem;;;
2;BeatEmUp;Oriental Legend / Xi You Shi E Zhuan (ver. 126);orlegend;1997;IGS;;not stable graphics;
1;BeatEmUp;Oriental Legend Special / Xi You Shi E Zhuan Super (ver. 101, Korean Board);olds;1998;IGS;;lags a little;
0;BeatEmUp;Oriental Legend Special Plus / Xi You Shi E Zhuan Super Plus;oldsplus;2004;IGS;;crashes on launch;
3;BeatEmUp;Osman (World);osman;1996;Mitchell;;;
3;BeatEmUp;P.O.W. - Prisoners of War (US version 1);pow;1988;SNK;;;
3;BeatEmUp;Pretty Soldier Sailor Moon (Ver. 95/03/22B, Europe);sailormn;1995;Gazelle (Banpresto license);;;
3;BeatEmUp;PuLiRuLa (World);pulirula;1991;Taito Corporation Japan;;;
3;BeatEmUp;Rastan (World);rastan;1987;Taito Corporation Japan;;;
3;BeatEmUp;Renegade (US);renegade;1986;Technos Japan (Taito America license);;;
1;BeatEmUp;Riding Fight (Ver 1.0O);ridingf;1992;Taito Corporation Japan;;no sound;
3;BeatEmUp;Riot City (Japan);riotcity;1991;Sega / Westone;;;
3;BeatEmUp;Robo Army;roboarmy;1991;SNK;;;
3;BeatEmUp;Rock'n Rage (World);rockrage;1986;Konami;;;
3;BeatEmUp;Rygar (US set 1);rygar;1986;Tecmo;;;
3;BeatEmUp;Samurai Nihon-Ichi (set 1);tsamurai;1985;Kaneko / Taito;;;
3;BeatEmUp;Sengoku / Sengoku Denshou (set 1);sengoku;1991;SNK;;;
3;BeatEmUp;Sengoku 2 / Sengoku Denshou 2;sengoku2;1993;SNK;;;
3;BeatEmUp;Sengoku 3 / Sengoku Densho 2001;sengoku3;2001;Noise Factory / SNK;;;
3;BeatEmUp;Shadow Force (US Version 2);shadfrce;1993;Technos Japan;;;
3;BeatEmUp;Shadow Warriors (World, set 1);shadoww;1988;Tecmo;;;
3;BeatEmUp;Shingen Samurai-Fighter (Japan, English);tshingen;1988;Jaleco;;;
3;BeatEmUp;Shocking;shocking;1997;Yun Sung;;;
3;BeatEmUp;Silent Dragon (World);silentd;1992;Taito Corporation Japan;;;
3;BeatEmUp;Skull & Crossbones (rev 5);skullxbo;1989;Atari Games;;;
1;BeatEmUp;Snake Pit;snakepit;1984;Bally/Sente;;No whip control ?;
1;BeatEmUp;Spider-Man: The Videogame (World);spidman;1991;Sega;;lags a lot;
3;BeatEmUp;Spin Master / Miracle Adventure;spinmast;1993;Data East Corporation;;;
1;BeatEmUp;Splatter House (World new version);splatter;1988;Namco;;tilted sideways;
3;BeatEmUp;Strider (USA, set 1);strider;1989;Capcom;;;
1;BeatEmUp;Strider 2 (USA 991213);strider2;1999;Capcom;;lags a lot;
3;BeatEmUp;Superman (World);superman;1988;Taito Corporation;;;
3;BeatEmUp;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA);tmnt2;1991;Konami;;;
3;BeatEmUp;Teenage Mutant Ninja Turtles (World 4 Players);tmnt;1989;Konami;;;
3;BeatEmUp;The Astyanax;astyanax;1989;Jaleco;;;
3;BeatEmUp;The Cliffhanger - Edward Randy (World ver 3);edrandy;1990;Data East Corporation;;;
3;BeatEmUp;The Combatribes (US);ctribe;1990;Technos Japan;;;
1;BeatEmUp;The Crystal of Kings;crysking;2001;BrezzaSoft;;lags a lot;needs crysbios bios
0;BeatEmUp;The Gladiator (ver. 100);theglad;2003;IGS;;;
2;BeatEmUp;The King of Dragons (World 910711);kod;1991;Capcom;;some sprite issues;
3;BeatEmUp;The Legend of Kage;lkage;1984;Taito Corporation;;;
3;BeatEmUp;The Legend of Silkroad;silkroad;1999;Unico;;;
3;BeatEmUp;The Ninja Kids (World);ninjak;1990;Taito Corporation Japan;;;
0;BeatEmUp;The Ninja Warriors (World);ninjaw;1987;Taito Corporation Japan;;missing half of screen;
3;BeatEmUp;The Punisher (World 930422);punisher;1993;Capcom;;;
1;BeatEmUp;The Return of Ishtar;roishtar;1986;Namco;;no controls;
3;BeatEmUp;The Simpsons (4 Players World, set 1);simpsons;1991;Konami;;;
3;BeatEmUp;The Super Spy;superspy;1990;SNK;;;
3;BeatEmUp;The Three Stooges In Brides Is Brides (set 1);3stooges;1984;Mylstar;;not perfect sound;
3;BeatEmUp;Thunder Fox (World);thundfox;1990;Taito Corporation Japan;;;
3;BeatEmUp;Thunder Heroes;theroes;2001;Primetek Investments;;;
3;BeatEmUp;Tiger Road (US);tigeroad;1987;Capcom (Romstar license);;;
3;BeatEmUp;Top Hunter - Roddy & Cathy (set 1);tophuntr;1994;SNK;;;
1;BeatEmUp;Tough Turf (set 2, Japan, 8751 317-0104);tturf;1989;Sega / Sunsoft;;no sound;
3;BeatEmUp;Trio The Punch - Never Forget Me... (World);triothep;1989;Data East Corporation;;;
3;BeatEmUp;Trojan (US);trojan;1986;Capcom;;;
3;BeatEmUp;Ultra Toukon Densetsu (Japan);utoukond;1993;Banpresto / Tsuburaya Productions;;;
3;BeatEmUp;Undercover Cops (World);uccops;1992;Irem;;;
1;BeatEmUp;Vamp x1/2 (Europe);vamphalf;1999;Danbi / F2 System;;lags a lot;
3;BeatEmUp;Vandyke (Japan);vandyke;1990;UPL;;;
3;BeatEmUp;Vendetta (World 4 Players ver. T);vendetta;1991;Konami;;;
3;BeatEmUp;Vigilante (World);vigilant;1988;Irem;;;
2;BeatEmUp;Violent Storm (ver EAB);viostorm;1993;Konami;;lags a little;
3;BeatEmUp;Vs. Castlevania;cstlevna;1987;Konami;;;
0;BeatEmUp;Warrior Blade - Rastan Saga Episode III (Japan);warriorb;1991;Taito Corporation;;missing half screen;
3;BeatEmUp;Warriors of Fate (World 921002);wof;1992;Capcom;;;
3;BeatEmUp;Wild Fang / Tecmo Knight;wildfang;1989;Tecmo;;;
3;BeatEmUp;Wizard Fire (Over Sea v2.1);wizdfire;1992;Data East Corporation;;;
3;BeatEmUp;Wonder Momo;wndrmomo;1987;Namco;;;
3;BeatEmUp;X-Men (4 Players ver UBB);xmen;1992;Konami;;;
0;BeatEmUp;Zero Team (set 1);zeroteam;1993;Seibu Kaihatsu;;doesn't launch;
2;Gun;Alien3: The Gun (World);alien3;1993;Sega;;controls problem;
1;Gun;Area 51 (R3000);area51;1996;Atari Games;;lags a lot;needs CHD
0;Gun;Area 51 / Maximum Force Duo v2.0;area51mx;1998;Atari Games;;No launch, needs CHD ?;
0;Gun;Area 51: Site 4 (HD Rev 2.01, September 7, 1998);a51site4;1998;Atari Games;;start button doesn't work;needs CHD
3;Gun;Bang!;bang;1998;Gaelco;;;
3;Gun;Bank Panic;bankp;1984;Sanritsu / Sega;;;
1;Gun;Battle Shark (US);bshark;1989;Taito America Corporation;;tilted sideways;
1;Gun;Battle Zone (set 1);bzone;1980;Atari;;No direction controls ?;
3;Gun;Beast Busters (World);bbusters;1989;SNK;;;
0;Gun;Beast Busters 2nd Nightmare;bbust2;1998;SNK;;doesn't launch;needs hng64 bios
3;Gun;Blasted;blasted;1988;Bally Midway;;;
3;Gun;Born To Fight;borntofi;None;International Games;;;
1;Gun;Bubble Trouble (World, Rev B);bubbletr;1992;Namco;;tilted sideways;
0;Gun;CarnEvil (v1.0.3);carnevil;1998;Midway Games;;doesn't launch;needs CHD
3;Gun;Cheyenne (version 1.0);cheyenne;1984;Exidy;;;
3;Gun;Chiller (version 3.0);chiller;1986;Exidy;;;
3;Gun;Clay Pigeon (version 2.0);claypign;1986;Exidy;;;
3;Gun;Combat (version 3.0);combat;1985;Exidy;;;
3;Gun;Combat Hawk;combh;1987;Sanritsu / Sega;;;
3;Gun;Crackshot (version 2.0);cracksht;1985;Exidy;;;
1;Gun;Crazy Fight;crazyfgt;1996;Subsino;;no sight to choose stage;
0;Gun;Crisis Zone (CSZO4 Ver. B);crszone;2000;Namco;;doesn't launch;no CHD
3;Gun;Crossbow (version 2.0);crossbow;1983;Exidy;;;
1;Gun;Crypt Killer (GQ420 UAA);cryptklr;1995;Konami;;lags a lot;needs CHD
0;Gun;Cycle Shooting;cyclshtg;1986;Taito;;loops on start;
0;Gun;D-Con;dcon;1992;Success;;doesn't launch;no CHD
0;Gun;Dead Eye (GV054 UAA01);kdeadeye;1996;Konami;;stuck on loading;needs CHD
3;Gun;Desert Gun;desertgu;1977;Midway;;;
3;Gun;Dragon Gun (US);dragngun;1993;Data East Corporation;;;
3;Gun;Empire City: 1931 (bootleg?);empcity;1986;Seibu Kaihatsu;;;
3;Gun;Enforce (World);enforce;1988;Taito Corporation Japan;;;
0;Gun;Evil Night (ver UBA);evilngt;1998;Konami;;doesn't launch;no CHD
1;Gun;Ghoul Panic (OB2/VER.A);ghlpanic;1999;Eighting / Raizing / Namco;;lags a lot;
0;Gun;Golgo 13 (Japan, GLG1/VER.A);golgo13;1999;Eighting / Raizing / Namco;;no image;no CHD
0;Gun;Golgo 13 Kiseki no Dandou (Japan, GLS1/VER.A);g13knd;1999;Eighting / Raizing / Namco;;no image;no CHD
1;Gun;Golly! Ghost!;gollygho;1990;Namco;;Tilted screen;
1;Gun;Gunbuster (World);gunbustr;1992;Taito Corporation Japan;;tilted sideways, lags a lot;
0;Gun;Gunmen Wars (GM1 Ver. B);gunwars;1998;Namco;;doesn't launch;no CHD
3;Gun;Hit 'n Miss (version 3.0);hitnmiss;1987;Exidy;;;
0;Gun;Invasion - The Abductors (version 5.0);invasnab;1999;Midway;;doesnt launch, freezes mame;no CHD
0;Gun;Johnny Nero Action Hero (v01.01.08);jnero;2004;ICE/Play Mechanix;;doesn't launch;needs CHD
0;Gun;Judge Dredd (Rev C Dec. 17 1997);jdredd;1996;Acclaim;;doesn't launch;no CHD
1;Gun;Jurassic Park (World);jpark;1993;Sega;;lags a lot, bad controls;
0;Gun;Jurassic Park 3 (ver EBC);jpark3;2001;Konami;;doesn't launch;needs CHD, kviper bios
1;Gun;Laser Ghost (World, 317-0166);lghost;1990;Sega;;stuck on adjustment screen, press two missile buttons ?;
1;Gun;Lethal Enforcers (ver UAE, 11/19/92 15:04);lethalen;1992;Konami;;tilted sideways;
1;Gun;Lethal Enforcers II: Gun Fighters (ver EAA);le2;1994;Konami;;lags a lot;
3;Gun;Lethal Justice;lethalj;1996;The Game Room;;;
3;Gun;Liberator (set 1);liberatr;1982;Atari;;;
1;Gun;Line of Fire / Bakudan Yarou (World, FD1094 317-0136);loffire;1989;Sega;;stuck on adjustment screen, press two missile buttons ?;
1;Gun;Locked 'n Loaded (World);lockload;1994;Data East Corporation;;no sound, bad controls;
1;Gun;Lord of Gun (USA);lordgun;1994;IGS;;lags a lot;
1;Gun;Maximum Force v1.05;maxforce;1996;Atari Games;;lags a lot;needs CHD
3;Gun;Mechanized Attack (World);mechatt;1989;SNK;;, too fast ?;
3;Gun;Mobil Suit Gundam Final Shooting (Japan);gdfs;1995;Banpresto;;;
1;Gun;N.Y. Captor;nycaptor;1985;Taito;;lags a lot;
3;Gun;Night Stocker (set 1);nstocker;1986;Bally/Sente;;;
3;Gun;One Shot One Kill;oneshot;None;unknown;;;
0;Gun;Operation Thunder Hurricane (ver EAA);thunderh;1996;Konami;;doesn't launch;no CHD
1;Gun;Operation Thunderbolt (World);othunder;1988;Taito Corporation Japan;;tilted sideways;
0;Gun;Operation Tiger (Ver 2.14 O);optiger;1998;Taito;;doesn't launch;no CHD
3;Gun;Operation Wolf (World, set 1);opwolf;1987;Taito Corporation Japan;;;
0;Gun;Operation Wolf 3 (World);opwolf3;1994;Taito Corporation Japan;;doesn't launch;no CHD
1;Gun;Point Blank (World, GN2 Rev B, set 1);ptblank;1994;Namco;;lags a lot;
1;Gun;Point Blank 2 (GNB5/VER.A);ptblank2;1999;Namco;;lags a lot;
0;Gun;Police 911 (ver UAD);p911;2001;Konami;;doesn't launch;needs CHD, kviper bios
0;Gun;Police 911 2 (ver A);p9112;2001;Konami;;doesn't launch;
3;Gun;Police Trainer (Rev 1.3);policetr;1996;P&P Marketing;;;
1;Gun;Rail Chase (World);rchase;1991;Sega;;lags a lot;
0;Gun;Ranger Mission;rangrmsn;2004;RIZ Inc./ Sammy;;doesn't launch;no CHD
0;Gun;Revolution X (rev 1.0 6/16/94);revx;1994;Midway;;stuck at gun calbration;
1;Gun;Sharpshooter (Rev 1.7);sshooter;1998;P&P Marketing;;How to calibrate ?;
0;Gun;Shooting Master (8751 315-5159);shtngmst;1985;Sega;;No image, no sound;
0;Gun;Silent Scope (ver xxD, Ver 1.33);sscope;2000;Konami;;doesn't launch;no CHD
0;Gun;Silent Scope 2 : Dark Silhouette (ver UAD);sscope2;2000;Konami;;doesn't launch;no CHD
0;Gun;Silent Scope EX (ver UAA);sscopex;2001;Konami;;doesn't launch;no CHD
1;Gun;Space Gun (World);spacegun;1990;Taito Corporation Japan;;tilted sideways;
1;Gun;Space Lords (rev C);spclords;1992;Atari Games;;bad controls, graphical bugs;
3;Gun;Steel Gunner;sgunner;1990;Namco;;;
3;Gun;Steel Gunner 2 (US);sgunner2;1991;Namco;;;
1;Gun;Tailgunner;tailg;1979;Cinematronics;;Tilted sideways;
2;Gun;Target Hits (ver 1.1);targeth;1994;Gaelco;;Very sensitive controls;
0;Gun;Teraburst (1998/07/17 ver UEL);terabrst;1998;Konami;;doesn't launch;no CHD
1;Gun;Terminator 2 - Judgment Day (rev LA4 08/03/92);term2;1991;Midway;;tilted sideways, needs player 2 to pass calibration;
1;Gun;Tickee Tickats;tickee;1994;Raster Elite;;lags a lot;
0;Gun;Time Crisis (Rev. TS2 Ver.B);timecris;1995;Namco;;freezes mame !!;no CHD
0;Gun;Time Crisis II (US, TSS3 Ver. B);timecrs2;1997;Namco;;doesn't launch;no CHD
1;Gun;Top Gunner (Exidy);topgunnr;1986;Exidy;;bad controls;
0;Gun;Total Vice (ver EBA);totlvice;1997;Konami;;doesn't launch;needs CHD
1;Gun;Turkey Shoot (prototype);tshoot;1984;Williams;;bad controls;
0;Gun;Turret Tower;turrett;2001;Dell Electronics (Namco license);;doesn't launch;needs CHD
1;Gun;Under Fire (World);undrfire;1993;Taito Corporation Japan;;controls problem;
1;Gun;Viper;viper;1988;Leland Corporation;;bad controls sensitivity;
1;Gun;Vs. Freedom Force;vsfdf;1988;Sunsoft;;impmossible to launch game;
1;Gun;Vs. Gumshoe (set GM5);vsgshoe;1986;Nintendo;;bad controls sensitivity;
0;Gun;War: The Final Assault (EPROM 1.9 Mar 25 1999, GUTS 1.3 Apr 20 1999, GAME Apr 20 1999);warfa;1999;Atari Games;;doesn't launch;needs CHD
3;Gun;Who Dunit (version 9.0);whodunit;1988;Exidy;;;
1;Gun;Wild Pilot;wildplt;1992;Jaleco;;controls problem;
0;Gun;World Combat (ver AAD:B);wcombat;2002;Konami;;doesn't launch;needs CHD
2;Gun;Zero Point (set 1);zeropnt;1998;Unico;;bad ratio ?;
2;Gun;Zero Point 2;zeropnt2;1999;Unico;;bad ratio ?;
1;Gun;Zero Target (World, CW);zerotrgt;1985;Data East Corporation;;lags a lot;
1;Gun;Zombie Raid (US);zombraid;1995;American Sammy;;controls problem (calibration ?);
3;Misc;005;005;1981;Sega;;;
3;Misc;Amidar;amidar;1981;Konami;;;
1;Misc;Angel Kids (Japan);angelkds;1988;Sega / Nasco?;;no controls;
3;Misc;Anteater;anteater;1982;Stern Electronics (Tago license);;;
3;Misc;APB - All Points Bulletin (rev 7);apb;1987;Atari Games;;;
3;Misc;Arkanoid - Revenge of DOH (World);arknoid2;1987;Taito Corporation Japan;;;
3;Misc;Arkanoid (World);arkanoid;1986;Taito Corporation Japan;;;
1;Misc;Arkanoid Returns (Ver 2.02J 1997/02/10);arkretrn;1997;Taito Corporation;;no controls, lags a lot;
3;Misc;Armored Car (set 1);armorcar;1981;Stern Electronics;;;
3;Misc;BanBam;banbam;1984;Sun Electronics;;;
3;Misc;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);bishi;1996;Konami;;;
3;Misc;Block Block (World 911219 Joystick);block;1991;Capcom;;;
3;Misc;Block Carnival / Thunder & Lightning 2;blockcar;1992;Visco;;;
3;Misc;Blocken (Japan);blocken;1994;KID / Visco;;;
3;Misc;Blue Print (Midway);blueprnt;1982;Zilec Electronics / Bally Midway;;;
0;Misc;BnB Arcade;bballoon;2003;Eolith;;Security Error;no CHD
3;Misc;Bomb Bee;bombbee;1979;Namco;;;
3;Misc;Bomber Man World / New Dyna Blaster - Global Quest;bbmanw;1992;Irem;;;
3;Misc;Boot Hill;boothill;1977;Midway;;;
0;Misc;Brick Zone (v6.0, Joystick);brickzn;1992;SunA;;no image after menu;no CHD
3;Misc;Bubbles;bubbles;1982;Williams;;needs game reset;
3;Misc;Bullfight (315-5065);bullfgt;1984;Coreland / Sega;;;
3;Misc;Butasan - Pig's & Bomber's (Japan, English);butasan;1987;NMK (Jaleco license);;;
3;Misc;Cameltry (US, YM2610);cameltry;1989;Taito America Corporation;;;
3;Misc;Cavelon;cavelon;1983;Jetsoft;;;
3;Misc;Choky! Choky!;chokchok;1995;SemiCom;;;
3;Misc;Circus / Acrobat TV;circus;1977;Exidy / Taito;;;
1;Misc;Clowns (rev. 2);clowns;1978;Midway;;Impossible to enter credit;
3;Misc;Cluster Buster / Graplop (Cassette, set 1);cgraplop;1983;Data East Corporation;;Needs to wait 120s before launch;
3;Misc;Congo Bongo;congo;1983;Sega;;;
1;Misc;Cool Minigame Collection;coolmini;1999;SemiCom;;doesn't launch;
